Simplified,Pinyin,Definition,HSK
雇佣,gùyōng,employ; hire,6
拐杖,guǎizhàng,crutch; walking stick,6
关怀,guānhuái,care; solicitude; show care for; concerned about; attentive to,6
关照,guānzhào,concern; look after; keep an eye on,6
观光,guānguāng,sight see; tour,6
官方,guānfāng,official; (by the) government,6
管辖,guǎnxiá,administer; have jurisdiction (over),6
贯彻,guànchè,to implement; put into practice; carry out,6
惯例,guànlì,conventional,6
灌溉,guàngài,irrigate,6
罐,guàn,can; jar; pot; pitcher; jug,6
光彩,guāngcǎi,splendor; radiance; brilliance; honor,6
光辉,guānghuī,radiance; brilliant; glory,6
光芒,guāngmáng,rays of light; brilliant rays; radiance,6
光荣,guāngróng,glory; honor,6
广阔,guǎngkuò,wide; vast,6
归根到底,guī gēn dào dǐ,(saying) to sum it up ...,6
归还,guīhuán,return something; revert,6
规范,guīfàn,standard (design or model); norm; without variation; to specify,6
规格,guīgé,standard; norm; specification,6
规划,guīhuà,plan; program; project,6
规章,guīzhāng,regulations; rule,6
轨道,guǐdào,orbit; railway; trajectory,6
贵族,guìzú,lord; nobility; nobleman; noblewoman,6
跪,guì,kneel,6
棍棒,gùnbàng,club,6
国防,guófáng,national defense,6
国务院,guówùyuàn,State Council (PRC); State Department (USA),6
果断,guǒduàn,firm; decisive,6
过度,guòdù,excessive; exceeding; lavishly,6
过渡,guòdù,to cross a river by ferry; transition; interim,6
过奖,guòjiǎng,praise excessively; flatter,6
过滤,guòlǜ,to filter; filter,6
过失,guòshī,defect; fault,6
过问,guòwèn,take an interest in; get involved with,6
过瘾,guòyǐn,satisfy a craving; get a kick out of sth; do to one's heart's content,6
过于,guòyú,too much; excessively,6
嗨,hāi,hey/hi (loanword); oh; alas;,6
海拔,hǎibá,height above sea level; elevation,6
海滨,hǎibīn,shore; seaside,6
含糊,hánhu,unclear; vague; unsure,6
含义,hányì,implied meaning; connotation,6
寒暄,hánxuān,exchanging conventional greetings; winter and summer,6
罕见,hǎnjiàn,rare; rarely seen; peculiar,6
捍卫,hànwèi,defend; uphold; safeguard,6
行列,hángliè,procession; ranks; queue,6
航空,hángkōng,aviation,6
航天,hángtiān,space flight,6
航行,hángxíng,to sail; to fly,6
毫米,háomǐ,millimeter,6
毫无,háo wú,not at all; completely without; not in the least,6
豪迈,háomài,bold and generous; heroic,6
号召,hàozhào,call upon; summon; to appeal,6
耗费,hàofèi,waste; spend; consume,6
呵,hē,breathe out; scold,6
合并,hébìng,merge; annex,6
合成,héchéng,compound; synthesis; mixture,6
合伙,héhuǒ,to make a partnership,6
合算,hésuàn,worthwhile; reckon up,6
和蔼,hé'ǎi,kindly; good-tempered; amiable,6
和解,héjiě,settlement; to become reconciled,6
和睦,hémù,peaceful relations; harmonious,6
和气,héqi,friendly; polite; amiable,6
和谐,héxié,harmonious; concordant,6
嘿,hēi,hey; interjection for calling attention,6
痕迹,hénjì,vestige; trace,6
狠心,hěn xīn,callous; cruel; cold-blooded,6
恨不得,hèn bu de,cannot bear not; be dying to,6
横,héng,horizontal; across; (horizontal character stroke),6
哼,hēng,groan; snort; to hum; croon,6
轰动,hōngdòng,a sensation; a stir,6
烘,hōng,to dry or warm by the fire; to bake; to heat by fire; to set off by contrast,6
宏观,hóngguān,macro-; macroscopic,6
宏伟,hóngwěi,grand; imposing; magnificent; grand,6
洪水,hóngshuǐ,flood,6
哄,hǒng,fool; coax; to amuse (a child),6
喉咙,hóulóng,throat; larynx,6
吼,hǒu,roar; howl,6
后代,hòudài,posterity; later generations; descendants,6
后顾之忧,hòugùzhīyōu,"fears of trouble in the rear (idiom); family worries (obstructing freedom to act); trouble back at home; worries about the future consequences; often in negative expressions, meaning no worries about anything",6
后勤,hòuqín,logistics,6
候选,hòuxuǎn,candidate,6
呼唤,hūhuàn,call out (a name etc.); shout,6
呼啸,hūxiào,whistle; scream; howl,6
呼吁,hūyù,call on (someone to do something); appeal,6
忽略,hūlüè,ignore; forget about; neglect,6
胡乱,húluàn,carelessly; recklessly,6
胡须,húxū,beard; moustache; whiskers,6
湖泊,húpō,lake,6
花瓣,huābàn,petal,6
花蕾,huālěi,(flower) bud,6
华丽,huálì,gorgeous; magnificent,6
华侨,huáqiáo,overseas Chinese,6
化肥,huàféi,chemical fertilizer,6
化石,huàshí,fossil,6
化验,huàyàn,laboratory test; chemically examine,6
化妆,huà zhuāng,put on make-up,6
划分,huàfēn,divide up; differentiate,6
画蛇添足,huàshétiānzú,draw legs on a snake (idiom); to ruin something by adding something superfluous,6
话筒,huàtǒng,microphone; transmitter; megaphone,6
欢乐,huānlè,gaiety; glee; delighted,6
还原,huányuán,restore to the original state; (Chemistry) reduce,6
环节,huánjié,link; sector; segment (of annelid worms),6
缓和,huǎnhé,alleviate; to moderate; to ease (tension),6
患者,huànzhě,sufferer; patient; the sick,6
荒凉,huāngliáng,desolate,6
荒谬,huāngmiù,ridiculous; nonsensical,6
荒唐,huāngtang,beyond belief; preposterous; absurd; intemperate,6
皇帝,huángdì,emperor,6
皇后,huánghòu,an empress,6
黄昏,huánghūn,dusk; evening; nightfall,6
恍然大悟,huǎngrándàwù,suddenly see the light; suddenly realize what has happened; twig,6
晃,huàng,to sway; to shake,6
挥霍,huīhuò,squander money without restraint; squander,6
辉煌,huīhuáng,splendid; glorious,6
回报,huíbào,repayment; payback,6
回避,huíbì,avoid; shun; evade,6
回顾,huígù,look back; to review,6
回收,huíshōu,recycle; recover and put back to use,6
悔恨,huǐhèn,remorse; repentance,6
毁灭,huǐmiè,perish; ruin; destroy,6
汇报,huìbào,report; give an account of; to collect information and report back,6
会晤,huìwù,meet; meeting; conference,6
贿赂,huìlù,to bribe,6
昏迷,hūnmí,lose consciousness; be in a coma,6
荤,hūn,meat or fish dish; pungent vegetables forbidden to Buddhist vegetarians,6
浑身,húnshēn,entire body; from head to foot,6
混合,hùnhé,to mix; to blend,6
混乱,hùnluàn,confusion; chaotic,6
混淆,hùnxiáo,obscure; confuse; mix up; blur; mislead; confusing,6
混浊,hùnzhuó,muddy; dirty; turbid,6
活该,huógāi,serve sb. right; deservedly; ought,6
活力,huólì,energy; vitality; vigor,6
火箭,huǒjiàn,rocket,6
火焰,huǒyàn,blaze; flame,6
火药,huǒyào,gunpowder,6
货币,huòbì,currency; money,6
讥笑,jīxiào,sneer at; deride,6
饥饿,jī'è,hunger; hungry; starve,6
机动,jīdòng,motorized; mobile; flexible,6
机构,jīgòu,structure; organization; institution,6
机灵,jīling,clever; quick-witted; smartness,6
机密,jīmì,secret; classified (information),6
机械,jīxiè,machine; mechanical,6
机遇,jīyù,opportunity; stroke of good luck; favorable circumstance,6
机智,jīzhì,tact; quick-witted; resourceful,6
基地,jīdì,base (of operations),6
基金,jījīn,fund; endowment,6
基因,jīyīn,gene,6
激发,jīfā,to arouse; excite,6
激励,jīlì,urge; encourage; motivation,6
激情,jīqíng,passion; strong emotion; fervor; enthusiasm,6
及早,jízǎo,as soon as possible; at the earliest possible time,6
吉祥,jíxiáng,lucky,6
级别,jíbié,rank; level; grade,6
极端,jíduān,extreme,6
极限,jíxiàn,limit; extreme boundary,6
即便,jíbiàn,even if; even though,6
即将,jíjiāng,will shortly; soon; be on the verge of,6
急功近利,jígōngjìnlì,eager for success and profit,6
急剧,jíjù,rapid; sudden,6
急切,jíqiè,eager; impatient; imperative,6
急于求成,jíyúqiúchéng,impatient for success,6
急躁,jízào,irritable; impetuous; impatient,6
疾病,jíbìng,disease; illness; sickness; ailment,6
集团,jítuán,group; bloc; circle; clique,6
嫉妒,jídù,"to be jealous; to envy, covet; to hate; to begrudge",6
籍贯,jíguàn,place of one's ancestry,6
给予,jǐyǔ,to give,6
计较,jìjiào,focus excessively on; haggle; bicker; argue,6
记性,jìxing,memory,6
记载,jìzǎi,write down; to record,6
纪要,jìyào,written summary of a meeting; minutes,6
技巧,jìqiǎo,skill; technique,6
忌讳,jìhuì,avoid as a taboo; abstain from; taboo,6
季度,jìdù,(financial) quarter; period of three months,6
季军,jìjūn,third in a race; bronze medalist,6
迹象,jìxiàng,mark; indication; sign,6
继承,jìchéng,inherit; carry on; succeed,6
寄托,jìtuō,entrust somebody someone's care; consign; commit,6
寂静,jìjìng,quiet,6
加工,jiā gōng,to process; processing; machining,6
加剧,jiājù,aggravate; intensify; sharpen; accelerate,6
夹杂,jiāzá,mix together; have two dissimilar substances mixed together,6
佳肴,jiāyáo,delicacy,6
家常,jiācháng,the daily life of a family; home-style (food),6
家伙,jiāhuo,guy; chap; tool; weapon,6
家属,jiāshǔ,family member; a dependent,6
家喻户晓,jiā yù hù xiǎo,become a household name; well-known,6
尖端,jiānduān,highest peak; the tip; sharp pointed end; most advanced and sophisticated,6
尖锐,jiānruì,sharp; intense; penetrating,6
坚定,jiāndìng,firm; staunch; resolute,6
坚固,jiāngù,firm; strong; sturdy,6
坚韧,jiānrèn,tough and durable; hard-bitten; firm and tenacious,6
坚实,jiānshí,firm and substantial; solid,6
坚硬,jiānyìng,hard; solid,6
艰难,jiānnán,difficult; arduous,6
监督,jiāndū,control; monitor; supervise; inspect,6
监视,jiānshì,oversee; to monitor,6
监狱,jiānyù,prison; jail,6
煎,jiān,pan-fry; fry in shallow oil,6
拣,jiǎn,choose; select; sort out,6
检讨,jiǎntǎo,self-criticism; analyze,6
检验,jiǎnyàn,inspect; examine; to test,6
剪彩,jiǎn cǎi,cut the ribbon at an opening ceremony,6
简化,jiǎnhuà,simplify; simplification,6
简陋,jiǎnlòu,simple and crude (i.e. room or building),6
简体字,jiǎntǐzì,simplified Chinese characters,6
简要,jiǎnyào,concise; brief,6
见多识广,jiànduōshíguǎng,experienced and knowledgeable,6
见解,jiànjiě,view; opinion; understanding,6
见闻,jiànwén,information,6
见义勇为,jiànyìyǒngwéi,"to see what is right and act courageously (idiom, from Analects); to stand up bravely for the truth; acting heroically in a just cause",6
间谍,jiàndié,a spy; intelligence agent,6
间隔,jiàngé,interval; intermission; gap; be separated,6
间接,jiànjiē,indirect,6
剑,jiàn,sword,6
健全,jiànquán,Perfect; sound; to perfect/strengthen/amplify,6
舰艇,jiàntǐng,warship; naval vessel,6
践踏,jiàntà,trample,6
溅,jiàn,to splash,6
鉴别,jiànbié,differentiate; distinguish,6
鉴定,jiàndìng,appraise; identify; evaluate,6
鉴于,jiànyú,in light of; in view of; seeing that,6
将近,jiāngjìn,almost; nearly; close to,6
将就,jiāngjiu,put up with; accept somewhat reluctantly,6
将军,jiāngjūn,a general (military officer),6
僵硬,jiāngyìng,stiff,6
奖励,jiǎnglì,to reward (as encouragement),6
奖赏,jiǎngshǎng,to reward,6
桨,jiǎng,oar; paddle,6
降临,jiànglín,befall; descend,6
交叉,jiāochā,cross; intersect,6
交代,jiāodài,explain; account for; hand over,6
交涉,jiāoshè,negotiate; discuss a matter with the opposing side,6
交易,jiāoyì,business transaction; deal; trade,6
娇气,jiāoqì,delicate; effeminate; squeamish,6
焦点,jiāodiǎn,focus; focal point,6
焦急,jiāojí,anxiety; worried,6
角落,jiǎoluò,corner; nook,6
侥幸,jiǎoxìng,by luck; by a fluke,6
搅拌,jiǎobàn,stir; mix up,6
缴纳,jiǎonà,to pay (taxes),6
较量,jiàoliàng,competition; to have a contest with sb.,6
教养,jiàoyǎng,upbringing; education; bring up; nurture and train,6
阶层,jiēcéng,hierarchy,6
皆,jiē,all; each and every; in all cases,6
接连,jiēlián,one after another; in a row; in succession,6
揭露,jiēlù,expose; unmask,6
节制,jiézhì,to be restrained or moderate,6
节奏,jiézòu,rhythm; cadence; tempo,6
杰出,jiéchū,outstanding; preeminent,6
结晶,jiéjīng,a crystal; to crystallize,6
结局,jiéjú,conclusion; ending,6
结算,jiésuàn,settle up the bill; close an account,6
截止,jiézhǐ,end; close; stop; expiration,6
截至,jiézhì,up until; by (a specified time,6
竭尽全力,jiéjìn quánlì,to spare no efforts; do one's utmost,6
解除,jiěchú,remove; relieve (someone of their duties); sack; get rid of,6
解放,jiěfàng,liberate,6
解雇,jiěgù,fire; lay off; dismiss from,6
解剖,jiěpōu,dissect; analyze; anatomy,6
解散,jiěsàn,dismiss; dissolve; disband,6
解体,jiětǐ,disintegrate,6
戒备,jièbèi,take precautions; be on the alert,6
界限,jièxiàn,boundary; marginal; limit,6
借鉴,jièjiàn,take example by; use other people's experience,6
借助,jièzhù,get help from,6
金融,jīnróng,banking finance; financial,6
津津有味,jīnjīn yǒu wèi,(saying) with gusto; eagerly; with great interest,6
紧迫,jǐnpò,urgent; urgency,6
锦上添花,jǐnshàngtiānhuā,"lit. on brocade, add flowers (idiom); to decorate sth already perfect / gilding the lily",6
进而,jìn'ér,and then (what follows next),6
进攻,jìngōng,attack (military); assault,6
进化,jìnhuà,evolution,6
进展,jìnzhǎn,make progress; development; make headway,6
近来,jìnlái,recently; lately,6
晋升,jìnshēng,promote to a higher position,6
浸泡,jìnpào,to soak,6
茎,jīng,stalk; stem,6
经费,jīngfèi,funds; expenses,6
经纬,jīngwěi,warp and woof; longitude and latitude; main points,6
惊动,jīngdòng,alarm; alert; startle; disturb,6
惊奇,jīngqí,amaze; astonished,6
惊讶,jīngyà,surprised; astonished; astound,6
兢兢业业,jīngjīng yèyè,cautious and conscientious,6
精打细算,jīng dǎ xì suàn,(saying) meticulous planning and careful accounting,6
精华,jīnghuá,elite; best feature; most important part of an object; essence; quintessence,6
精简,jīngjiǎn,simplify; reduce,6
精密,jīngmì,accuracy; exact; precise; refined,6
精确,jīngquè,accurate; precise,6
精通,jīngtōng,proficient; have a good command of,6
精心,jīngxīn,with utmost care; meticulous; detailed,6
精益求精,jīng yì qiú jīng,(saying) improving and wanting to improve even more,6
精致,jīngzhì,exquisite; delicate; refined,6
井,jǐng,a well,6
颈椎,jǐngzhuī,cervical vertebra; the seven cervical vertebrae in the neck of humans and most mammals,6
警告,jǐnggào,to warn; admonish,6
警惕,jǐngtì,vigilant; alert; be on guard,6
竞赛,jìngsài,race; contest; competition,6
竞选,jìngxuǎn,run for (electoral) office; take part in an election,6
敬礼,jìnglǐ,to salute; best regards,6
敬业,jìngyè,work ethic,6
境界,jìngjiè,boundary; state; realm; level,6
镜头,jìngtóu,"camera shot (in a movie, etc.); scene; camera lens",6
纠纷,jiūfēn,dispute; quarrel,6
纠正,jiūzhèng,to correct; to make right,6
酒精,jiǔjīng,alcohol; ethanol,6
救济,jiùjì,emergency relief; aid; help out in a disaster,6
就近,jiùjìn,nearby; in a close neighborhood,6
就业,jiùyè,employment; getting a job,6
就职,jiù zhí,take office; assume a post,6
拘留,jūliú,detain (a prison); keep (someone) in custody,6
拘束,jūshù,restrict; constrained; ill at ease; reticent,6
居民,jūmín,resident; inhabitant,6
居住,jūzhù,reside; dwell; to live (in a place),6
鞠躬,jūgōng,to bow,6
局部,júbù,part; local,6
局面,júmiàn,aspect; situation,6
局势,júshì,situation; state (of affairs),6
局限,júxiàn,to limit; confine; restrict or confine sth.,6
咀嚼,jǔjué,to chew,6
沮丧,jǔsàng,dejected; depressed; dispirited,6
举动,jǔdòng,action; act; (make) a move; movement,6
举世瞩目,jǔshì zhǔmù,attract worldwide attention,6
举足轻重,jǔzúqīngzhòng,a foot's move sways the balance; hold the balance of power; play a key role,6
剧本,jùběn,script for a play; opera; movie; etc,6
剧烈,jùliè,acute; violent; severe,6
据悉,jùxī,according to reports; it is reported (that),6
聚精会神,jù jīng huì shén,concentrate one's attention,6
卷,juǎn,to roll (up); to coil; (mw for tapes),6
决策,juécè,Make policy; make strategic decision,6
觉悟,juéwù,consciousness; awareness; (Buddhist) enlightenment,6
觉醒,juéxǐng,awaken; arousal; realize,6
绝望,jué wàng,desperation; forlorn; hopeless,6
倔强,juéjiàng,stubborn; unbending,6
军队,jūnduì,army troops,6
君子,jūnzǐ,gentleman; man of noble character,6
卡通,kǎtōng,cartoon,6
开采,kāicǎi,extract ore or some other natural resource from a mine,6
开除,kāichú,expel; to discharge; to kick out,6
开阔,kāikuò,wide; open (spaces),6
开朗,kāilǎng,outgoing and cheerful; optimistic; carefree; spacious and well-lit,6
开明,kāimíng,enlightened; open-minded,6
